0.293765 0.291517 0.28566 0.277736 0.269468 0.261223 0.252985 0.244806 0.236771 0.228937 0.221335 0.213981 0.206882 0.200039 0.193449 0.187104 0.180996 0.175114 0.169446 0.163983 0.158714 0.153629 0.148719 0.143977 0.139397 0.134971 0.130696 0.126566 0.122579 0.118729 0.115013 0.111428 0.107971 0.104637 0.101424 0.0983273 0.0953434 0.0924682 0.0896977 0.0870278 0.0844542 0.0819725 0.0795784 0.0772674 0.0750352 0.0728774 0.0707898 0.0687679 0.0668078 0.0649054 0.0630568 0.0612582 0.0595061 0.0577971 0.056128 0.0544956 0.0528973 0.0513303 0.0497923 0.0482811 0.0467946 0.0453311 0.0438892 0.0424675 0.0410649 0.0396807 0.0383141 0.0369649 0.035633 0.0343182 0.0330211 0.031742 0.0304816 0.0292407 0.0280204 0.0268216 0.0256457 0.0244939 0.0233674 0.0222676 0.0211958 0.0201533 0.0191412 0.0181607 0.0172127 0.0162982 0.0154179 0.0145724 0.0137621 0.0129874 0.0122484 0.0115452 0.0108775 0.0102452 0.00964781 0.00908493 0.00855594 0.00806017 0.00759685 0.00716517 0.00676425 0.00639318 0.00605101 0.00573675 0.00544941 0.00518797 0.00495143 0.00473878 0.00454901 0.00438114 0.00423421 0.00410728 0.00399946 0.00390991 0.00383784 0.0037826 0.00374363 0.00372042 0.00371258 0.00372106 0.00374312 0.00377793 0.00382456 0.00388222 0.00395029 0.00402811 0.0041153 0.00421196 0.00431814 0.00443362 0.00455742 0.004688 0.00482391 0.00496444 0.00510963 0.00525977 0.00541488 0.00557456 0.00573828 0.00590564 0.00607638 0.00625031 0.0064272 0.00660685 0.00678905 0.00697364 0.00716045 0.00734932 0.00754011 0.00773267 0.00792685 0.00812252 0.00831953 0.00851775 0.00871704 0.00891727 0.00911828 0.00931996 0.00952217 0.00972477 0.00992763 0.0101306 0.0103336 0.0105365 0.0107391 0.0109413 0.011143 0.0113441 0.0115444 0.0117439 0.0119424 0.0121398 0.012336 0.012531 0.0127246 0.0129167 0.0131073 0.0132963 0.0134835 0.013669 0.0138527 0.0140344 0.0142143 0.0143921 0.0145679 0.0147417 0.0149134 0.0150829 0.0152504 0.0154157 0.0155789 0.0157399 0.0158989 0.0160558 0.0162107 0.0163637 0.0165148 0.016664 0.0168116 0.0169576 0.0171021 0.0172454 0.0173876 0.0175289 0.0176696 0.0178101 0.0179506 0.0180917 0.018234 0.0183781 0.0185249 0.0186757 0.0188322 0.0189966 0.0191722 0.0193641 0.0195776 0.01981 0.0200937 0.0206545 
0.3012 0.303821 0.306053 0.307556 0.308582 0.309245 0.309543 0.309484 0.309101 0.308426 0.307489 0.306314 0.304922 0.303333 0.301561 0.299622 0.297526 0.295284 0.292903 0.290393 0.287761 0.285015 0.282163 0.279214 0.276175 0.273056 0.269864 0.266607 0.263295 0.259934 0.256533 0.253097 0.249633 0.246147 0.242645 0.239132 0.235612 0.232088 0.228565 0.225046 0.221533 0.218028 0.214534 0.211052 0.207583 0.204127 0.200687 0.197261 0.193851 0.190456 0.187076 0.18371 0.180359 0.177022 0.173697 0.170385 0.167084 0.163795 0.160515 0.157244 0.153982 0.150728 0.147482 0.144242 0.141009 0.137782 0.134562 0.131349 0.128143 0.124945 0.121756 0.118578 0.115411 0.112258 0.109121 0.106002 0.102904 0.0998296 0.0967821 0.0937648 0.0907811 0.0878346 0.0849291 0.0820681 0.0792555 0.0764949 0.07379 0.0711443 0.0685611 0.0660435 0.0635947 0.0612171 0.0589133 0.0566854 0.0545351 0.052464 0.0504732 0.0485636 0.0467356 0.0449895 0.043325 0.0417418 0.0402392 0.0388163 0.0374718 0.0362044 0.0350125 0.0338944 0.0328483 0.0318721 0.0309638 0.0301213 0.0293423 0.0286247 0.0279661 0.0273643 0.0268168 0.0263213 0.0258753 0.0254752 0.0251208 0.0248107 0.0245438 0.0243191 0.024136 0.0239936 0.0238943 0.0238391 0.0238207 0.0238365 0.0238837 0.0239596 0.0240623 0.0241908 0.0243442 0.0245213 0.0247201 0.0249381 0.0251733 0.0254243 0.0256901 0.0259698 0.0262626 0.0265675 0.0268838 0.0272107 0.0275476 0.0278937 0.0282485 0.0286113 0.0289816 0.0293587 0.0297422 0.0301315 0.0305262 0.0309258 0.03133 0.0317382 0.0321501 0.0325652 0.0329832 0.0334038 0.0338264 0.0342509 0.0346769 0.035104 0.0355319 0.0359604 0.036389 0.0368176 0.0372459 0.0376735 0.0381004 0.0385261 0.0389505 0.0393735 0.0397947 0.040214 0.0406313 0.0410463 0.041459 0.0418692 0.0422769 0.0426818 0.0430839 0.0434833 0.0438797 0.0442732 0.0446639 0.0450516 0.0454364 0.0458184 0.0461976 0.0465742 0.0469482 0.0473199 0.0476893 0.0480568 0.0484224 0.0487866 0.0491496 0.0495117 0.0498734 0.050235 0.0505972 0.0509604 0.0513252 0.0516924 0.0520627 0.0524371 0.0528164 0.0532018 0.0535944 0.0539955 0.0544063 0.0548283 0.0552619 0.0556952 0.0561413 0.0568683 
0.300374 0.301672 0.30377 0.3062 0.308721 0.311251 0.313731 0.316109 0.31835 0.320429 0.322334 0.324053 0.325581 0.326912 0.328042 0.328971 0.329695 0.330215 0.330532 0.330647 0.330562 0.330283 0.329815 0.329166 0.328343 0.327355 0.326211 0.32492 0.323491 0.321932 0.320251 0.318457 0.316557 0.314557 0.312465 0.310286 0.308026 0.305691 0.303286 0.300814 0.29828 0.295687 0.29304 0.29034 0.287591 0.284795 0.281954 0.27907 0.276144 0.273178 0.270173 0.26713 0.26405 0.260933 0.257779 0.25459 0.251365 0.248105 0.24481 0.241479 0.238114 0.234713 0.231277 0.227807 0.224302 0.220762 0.217189 0.213583 0.209945 0.206276 0.202578 0.198852 0.1951 0.191324 0.187528 0.183714 0.179885 0.176046 0.172199 0.16835 0.164502 0.16066 0.15683 0.153015 0.149222 0.145456 0.141721 0.138023 0.134367 0.130759 0.127203 0.123705 0.120268 0.116899 0.113601 0.110378 0.107233 0.104171 0.101194 0.0983058 0.0955079 0.0928027 0.0901918 0.0876766 0.0852582 0.0829371 0.0807138 0.078588 0.0765596 0.0746279 0.0727919 0.0710507 0.0694026 0.0678463 0.0663798 0.0650012 0.0637084 0.062499 0.0613707 0.0603211 0.0593477 0.0584479 0.057619 0.0568579 0.0561615 0.0555266 0.0549476 0.0544197 0.0539453 0.0535248 0.0531593 0.0528495 0.0526034 0.052421 0.0522935 0.0522166 0.0521858 0.0521968 0.052247 0.0523346 0.0524575 0.052613 0.052798 0.0530099 0.0532464 0.0535058 0.0537865 0.0540869 0.0544058 0.0547419 0.0550941 0.0554613 0.0558425 0.0562367 0.056643 0.0570605 0.0574883 0.0579258 0.0583722 0.0588267 0.0592887 0.0597575 0.0602326 0.0607133 0.0611991 0.0616895 0.0621839 0.0626819 0.063183 0.0636868 0.0641928 0.0647007 0.0652101 0.0657207 0.0662321 0.066744 0.0672561 0.0677683 0.0682802 0.0687917 0.0693025 0.0698125 0.0703215 0.0708294 0.0713362 0.0718417 0.0723458 0.0728486 0.0733501 0.0738502 0.074349 0.0748465 0.075343 0.0758384 0.076333 0.0768268 0.0773202 0.0778134 0.0783065 0.0788 0.0792941 0.0797891 0.0802855 0.0807837 0.081284 0.081787 0.0822932 0.0828029 0.0833168 0.0838353 0.0843589 0.084888 0.0854228 0.0859635 0.0865096 0.0870609 0.087616 0.0881615 0.088697 0.0895492 
0.300249 0.301104 0.302566 0.304425 0.306535 0.308831 0.311265 0.313785 0.316348 0.318914 0.321452 0.323934 0.326337 0.32864 0.330824 0.332873 0.334773 0.336512 0.33808 0.339471 0.340679 0.341704 0.342547 0.343215 0.343712 0.344046 0.344225 0.344256 0.344146 0.343901 0.343529 0.343036 0.342427 0.341708 0.340883 0.339957 0.338935 0.33782 0.336616 0.335326 0.333954 0.332502 0.330972 0.329368 0.327691 0.325942 0.324125 0.32224 0.320288 0.318271 0.31619 0.314045 0.311837 0.309566 0.307233 0.304838 0.302382 0.299863 0.297282 0.294639 0.291934 0.289166 0.286336 0.283442 0.280485 0.277465 0.274381 0.271234 0.268025 0.264754 0.261422 0.258029 0.254579 0.251072 0.247511 0.243899 0.240238 0.236533 0.232786 0.229002 0.225185 0.22134 0.217471 0.213585 0.209686 0.20578 0.201873 0.19797 0.194077 0.1902 0.186345 0.182518 0.178724 0.174968 0.171257 0.167594 0.163987 0.160438 0.156953 0.153536 0.150191 0.146921 0.143731 0.140622 0.137598 0.134661 0.131813 0.129057 0.126392 0.123821 0.121344 0.118962 0.116675 0.114483 0.112385 0.110381 0.10847 0.106651 0.104923 0.103284 0.101733 0.100269 0.0988884 0.0975901 0.0963716 0.0952306 0.0941644 0.0931703 0.0922453 0.0913862 0.0905895 0.0898522 0.0891652 0.0885251 0.0879361 0.0874002 0.0869195 0.0865027 0.0861566 0.0858723 0.0856464 0.0854743 0.0853521 0.0852767 0.0852458 0.0852563 0.0853051 0.0853888 0.0855049 0.0856509 0.0858247 0.0860243 0.0862481 0.0864943 0.0867615 0.0870483 0.0873534 0.0876755 0.0880135 0.0883662 0.0887328 0.0891121 0.0895032 0.0899054 0.0903178 0.0907395 0.09117 0.0916084 0.0920542 0.0925067 0.0929654 0.0934298 0.0938992 0.0943734 0.0948518 0.095334 0.0958197 0.0963086 0.0968003 0.0972945 0.0977911 0.0982898 0.0987904 0.0992928 0.0997968 0.100302 0.100809 0.101318 0.101828 0.102339 0.102852 0.103366 0.103881 0.104399 0.104918 0.105439 0.105962 0.106488 0.107016 0.107547 0.108081 0.108618 0.109158 0.109703 0.110251 0.110804 0.111361 0.111923 0.112489 0.11306 0.113637 0.114218 0.114803 0.115391 0.115982 0.116575 0.117167 0.117747 0.118304 0.119195 
0.300177 0.300811 0.30197 0.303544 0.305428 0.307553 0.309864 0.312314 0.314857 0.317455 0.320075 0.322688 0.325267 0.327789 0.330231 0.332574 0.334799 0.336891 0.338833 0.340614 0.342228 0.343671 0.344948 0.346066 0.347034 0.347862 0.348559 0.349133 0.349592 0.349941 0.350188 0.350337 0.350392 0.350359 0.350239 0.350037 0.349754 0.349394 0.348958 0.348448 0.347866 0.347214 0.346492 0.345701 0.344843 0.343918 0.342927 0.341871 0.34075 0.339563 0.338313 0.336997 0.335617 0.334172 0.332662 0.331087 0.329446 0.327738 0.325963 0.32412 0.322208 0.320226 0.318173 0.316048 0.313851 0.311579 0.309233 0.306812 0.304315 0.301742 0.299092 0.296367 0.293567 0.290692 0.287745 0.284726 0.281639 0.278486 0.27527 0.271994 0.268662 0.265279 0.261848 0.258374 0.254863 0.251319 0.247748 0.244155 0.240546 0.236927 0.233302 0.229679 0.226062 0.222457 0.218869 0.215305 0.21177 0.208268 0.204804 0.201384 0.198012 0.194691 0.191427 0.188224 0.185083 0.18201 0.179006 0.176075 0.173218 0.170439 0.167738 0.165118 0.162579 0.160123 0.157751 0.155462 0.153257 0.151136 0.149099 0.147146 0.145275 0.143486 0.141779 0.140151 0.138602 0.13713 0.135733 0.134411 0.133161 0.131981 0.13087 0.129825 0.128843 0.127923 0.12706 0.126251 0.125492 0.124774 0.124092 0.123452 0.122855 0.122304 0.121816 0.121385 0.121009 0.120685 0.12041 0.120182 0.119999 0.119858 0.119756 0.119692 0.119662 0.119664 0.119696 0.119756 0.119843 0.119955 0.12009 0.120247 0.120425 0.120621 0.120836 0.121068 0.121315 0.121577 0.121853 0.122142 0.122443 0.122755 0.123078 0.123411 0.123753 0.124103 0.124462 0.124829 0.125202 0.125582 0.125969 0.126362 0.12676 0.127164 0.127573 0.127987 0.128406 0.12883 0.129258 0.129691 0.130128 0.130569 0.131015 0.131465 0.131919 0.132378 0.132842 0.13331 0.133783 0.13426 0.134743 0.135231 0.135723 0.136221 0.136725 0.137234 0.137748 0.138268 0.138793 0.139324 0.13986 0.140401 0.140947 0.141497 0.14205 0.142606 0.143164 0.143721 0.144277 0.144821 0.14534 0.146176 
0.300179 0.300821 0.301995 0.303593 0.305508 0.307671 0.310029 0.312533 0.31514 0.317811 0.320513 0.323217 0.325897 0.328529 0.331091 0.333558 0.335906 0.338111 0.340149 0.342003 0.343661 0.345124 0.346403 0.347516 0.348485 0.349326 0.350053 0.350678 0.351211 0.35166 0.352031 0.352329 0.352559 0.352726 0.352831 0.352877 0.352867 0.352802 0.352683 0.352512 0.352288 0.352014 0.35169 0.351315 0.35089 0.350415 0.34989 0.349315 0.348691 0.348015 0.347289 0.346512 0.345683 0.344802 0.343867 0.342878 0.341834 0.340734 0.339576 0.338359 0.337082 0.335743 0.33434 0.332872 0.331336 0.329731 0.328055 0.326306 0.324482 0.322583 0.320608 0.318555 0.316424 0.314215 0.311929 0.309567 0.307129 0.304619 0.302038 0.299388 0.296673 0.293895 0.29106 0.28817 0.28523 0.282243 0.279216 0.276152 0.273057 0.269935 0.266791 0.263631 0.26046 0.257282 0.254104 0.250929 0.247764 0.244612 0.241478 0.238368 0.235285 0.232234 0.229219 0.226244 0.223312 0.220427 0.217591 0.214809 0.212083 0.209415 0.206807 0.204262 0.201782 0.199367 0.19702 0.194741 0.192531 0.190391 0.188322 0.186323 0.184395 0.182537 0.180749 0.179031 0.177382 0.175802 0.174289 0.172842 0.171461 0.170143 0.168889 0.167695 0.166562 0.165487 0.16447 0.163508 0.162599 0.161742 0.160934 0.16017 0.159448 0.158764 0.158104 0.157473 0.156873 0.156307 0.155789 0.155315 0.154882 0.154491 0.154139 0.153826 0.15355 0.15331 0.153103 0.152928 0.152784 0.152668 0.15258 0.152518 0.15248 0.152465 0.152472 0.1525 0.152548 0.152614 0.152698 0.152799 0.152915 0.153046 0.153191 0.153349 0.15352 0.153703 0.153897 0.154102 0.154317 0.154542 0.154776 0.155019 0.155271 0.155531 0.155799 0.156075 0.156358 0.156649 0.156947 0.157251 0.157563 0.157882 0.158207 0.158539 0.158877 0.159223 0.159574 0.159933 0.160298 0.16067 0.161048 0.161433 0.161825 0.162223 0.162628 0.163039 0.163457 0.163881 0.164311 0.164747 0.165189 0.165635 0.166086 0.166541 0.166999 0.167459 0.16792 0.16838 0.16884 0.169291 0.169717 0.170412 
0.300258 0.301144 0.302663 0.304605 0.306823 0.309254 0.31185 0.314564 0.317354 0.320185 0.323026 0.325854 0.328644 0.331376 0.334026 0.336568 0.338974 0.341211 0.343242 0.345028 0.346545 0.34779 0.348799 0.349619 0.350291 0.350839 0.351282 0.351638 0.35192 0.352139 0.352303 0.352418 0.35249 0.352522 0.352518 0.352479 0.352409 0.352308 0.352177 0.352017 0.351829 0.351613 0.351368 0.351095 0.350794 0.350464 0.350105 0.349717 0.349299 0.34885 0.348369 0.347857 0.347312 0.346732 0.346118 0.345468 0.344781 0.344056 0.34329 0.342482 0.341631 0.340733 0.339787 0.338791 0.33774 0.336634 0.335469 0.334242 0.332951 0.331593 0.330167 0.32867 0.327102 0.325462 0.32375 0.321965 0.320108 0.318181 0.316185 0.314122 0.311994 0.309805 0.307557 0.305253 0.302897 0.300492 0.298043 0.295553 0.293027 0.290468 0.287881 0.28527 0.28264 0.279994 0.277337 0.274674 0.272008 0.269344 0.266686 0.264037 0.261402 0.258784 0.256187 0.253614 0.251069 0.248554 0.246074 0.24363 0.241225 0.238862 0.236542 0.234269 0.232043 0.229867 0.227743 0.22567 0.223651 0.221687 0.219777 0.217924 0.216127 0.214386 0.212702 0.211075 0.209504 0.207989 0.20653 0.205127 0.203778 0.202483 0.201241 0.200051 0.198912 0.197823 0.196784 0.195792 0.194847 0.193947 0.193092 0.19228 0.191509 0.190779 0.190087 0.189431 0.188805 0.188209 0.187629 0.187069 0.186532 0.186025 0.185548 0.185102 0.184685 0.184297 0.183937 0.183606 0.183301 0.183022 0.182768 0.182538 0.182332 0.182147 0.181984 0.181841 0.181717 0.181612 0.181525 0.181455 0.181402 0.181363 0.18134 0.181331 0.181335 0.181353 0.181382 0.181424 0.181478 0.181542 0.181617 0.181702 0.181798 0.181902 0.182017 0.18214 0.182272 0.182413 0.182562 0.18272 0.182885 0.183059 0.183241 0.183431 0.183628 0.183833 0.184045 0.184265 0.184493 0.184728 0.18497 0.18522 0.185476 0.18574 0.18601 0.186287 0.18657 0.18686 0.187156 0.187457 0.187763 0.188074 0.188389 0.188708 0.18903 0.189353 0.189678 0.190003 0.190327 0.190647 0.190946 0.191441 
0.300388 0.301737 0.303934 0.306511 0.309229 0.312011 0.314803 0.31756 0.320254 0.32287 0.325403 0.327852 0.330217 0.3325 0.334699 0.336809 0.338814 0.340681 0.342359 0.343764 0.344756 0.345321 0.345568 0.345645 0.345626 0.345536 0.345394 0.345215 0.345011 0.34479 0.344558 0.344319 0.344077 0.343834 0.343592 0.343352 0.343114 0.342879 0.342645 0.342412 0.342179 0.341946 0.341712 0.341475 0.341234 0.340989 0.340739 0.340482 0.340216 0.339942 0.339657 0.33936 0.33905 0.338726 0.338387 0.33803 0.337655 0.337259 0.336842 0.336399 0.335931 0.335432 0.334901 0.334334 0.333728 0.333079 0.332384 0.331637 0.330837 0.329978 0.32906 0.328078 0.32703 0.325916 0.324735 0.323486 0.32217 0.320787 0.319339 0.317829 0.316257 0.314627 0.31294 0.311201 0.309413 0.307577 0.305699 0.303781 0.301827 0.29984 0.297825 0.295783 0.29372 0.291639 0.289542 0.287434 0.285318 0.283197 0.281075 0.278954 0.276838 0.27473 0.272633 0.270549 0.268481 0.266432 0.264405 0.262401 0.260423 0.258472 0.256552 0.254663 0.252808 0.250988 0.249203 0.247457 0.245749 0.244081 0.242454 0.240867 0.239323 0.237821 0.236362 0.234945 0.233572 0.232241 0.230954 0.229709 0.228506 0.227346 0.226227 0.225149 0.224112 0.223114 0.222156 0.221236 0.220354 0.219508 0.218699 0.217924 0.217183 0.216475 0.2158 0.215156 0.214542 0.213957 0.2134 0.212867 0.212357 0.211861 0.211378 0.21091 0.210463 0.210036 0.209628 0.20924 0.208871 0.208521 0.208189 0.207876 0.207581 0.207303 0.207041 0.206796 0.206567 0.206353 0.206153 0.205968 0.205796 0.205638 0.205492 0.205358 0.205237 0.205127 0.205028 0.20494 0.204862 0.204794 0.204736 0.204688 0.204649 0.204619 0.204598 0.204585 0.204581 0.204585 0.204597 0.204618 0.204646 0.204681 0.204725 0.204775 0.204833 0.204899 0.204971 0.205051 0.205137 0.205231 0.205331 0.205437 0.20555 0.20567 0.205795 0.205926 0.206063 0.206205 0.206352 0.206503 0.206659 0.206819 0.206983 0.207149 0.207317 0.207488 0.207659 0.207831 0.208003 0.208173 0.208331 0.208597 
0.301225 0.303933 0.306326 0.308064 0.309403 0.310463 0.311252 0.31179 0.312122 0.312297 0.31236 0.312356 0.312327 0.312318 0.312369 0.312516 0.312784 0.313171 0.313627 0.313977 0.313638 0.312626 0.311392 0.310252 0.309252 0.308394 0.307691 0.307148 0.306753 0.30649 0.306343 0.306294 0.306332 0.306444 0.306622 0.306856 0.307137 0.307456 0.307806 0.308181 0.308575 0.308983 0.3094 0.309823 0.310248 0.310673 0.311094 0.31151 0.311919 0.312317 0.312705 0.31308 0.313441 0.313787 0.314119 0.314433 0.314731 0.315009 0.315268 0.315505 0.315717 0.315903 0.316059 0.316182 0.316267 0.31631 0.316305 0.31625 0.316137 0.315964 0.315726 0.31542 0.315043 0.314593 0.314071 0.313475 0.312806 0.312066 0.311257 0.310381 0.309441 0.308439 0.307379 0.306264 0.305098 0.303883 0.302624 0.301324 0.299986 0.298614 0.297211 0.29578 0.294325 0.292849 0.291353 0.289843 0.28832 0.286787 0.285247 0.283702 0.282154 0.280607 0.279063 0.277523 0.27599 0.274465 0.272952 0.27145 0.269964 0.268493 0.267039 0.265605 0.264191 0.262799 0.261429 0.260083 0.258763 0.257468 0.256199 0.254958 0.253745 0.25256 0.251404 0.250277 0.24918 0.248112 0.247074 0.246066 0.245087 0.244138 0.243218 0.242328 0.241466 0.240634 0.239829 0.239052 0.238302 0.237579 0.236883 0.236212 0.235567 0.234946 0.234349 0.233775 0.233224 0.232695 0.232187 0.231701 0.231234 0.230786 0.230355 0.22994 0.229533 0.229136 0.228749 0.228375 0.228013 0.227663 0.227324 0.226997 0.226681 0.226377 0.226084 0.225801 0.22553 0.225268 0.225017 0.224775 0.224543 0.224321 0.224107 0.223902 0.223706 0.223517 0.223337 0.223165 0.223001 0.222844 0.222695 0.222552 0.222417 0.222289 0.222167 0.222053 0.221944 0.221842 0.221747 0.221657 0.221574 0.221496 0.221425 0.221359 0.221299 0.221245 0.221196 0.221153 0.221114 0.221081 0.221053 0.22103 0.221011 0.220997 0.220987 0.220982 0.22098 0.220982 0.220987 0.220995 0.221007 0.22102 0.221036 0.221054 0.221074 0.221094 0.221116 0.221138 0.22116 0.221182 0.2212 0.221239 
0.293788 0.291625 0.285927 0.278236 0.270275 0.262417 0.254655 0.24705 0.239696 0.232664 0.226001 0.21974 0.213913 0.208553 0.203695 0.199391 0.195714 0.192803 0.190838 0.189205 0.190538 0.189368 0.189997 0.192263 0.19512 0.198188 0.201392 0.204673 0.207972 0.21125 0.214483 0.217654 0.220754 0.223774 0.226712 0.229561 0.232318 0.234987 0.237568 0.240066 0.242483 0.244823 0.247088 0.249283 0.251411 0.253476 0.255481 0.257426 0.259315 0.261148 0.262928 0.264656 0.266335 0.267966 0.269551 0.271093 0.272593 0.274052 0.275471 0.27685 0.278189 0.279487 0.28074 0.281947 0.283102 0.284202 0.28524 0.286212 0.287109 0.287928 0.288663 0.28931 0.289866 0.290329 0.290699 0.290976 0.291163 0.291262 0.291275 0.291207 0.29106 0.29084 0.29055 0.290194 0.289777 0.289303 0.288775 0.288198 0.287576 0.286912 0.28621 0.285474 0.284706 0.28391 0.283088 0.282244 0.28138 0.280498 0.279601 0.278691 0.277771 0.276841 0.275905 0.274964 0.274019 0.273073 0.272126 0.271181 0.270238 0.2693 0.268367 0.26744 0.26652 0.265609 0.264708 0.263817 0.262937 0.26207 0.261215 0.260373 0.259546 0.258733 0.257935 0.257152 0.256386 0.255635 0.254901 0.254183 0.253482 0.252798 0.252131 0.251481 0.250848 0.250231 0.249632 0.249049 0.248482 0.247932 0.247397 0.246879 0.246376 0.245888 0.245416 0.244958 0.244514 0.244085 0.243669 0.243266 0.242877 0.242499 0.242134 0.241781 0.241439 0.241106 0.240781 0.240461 0.240146 0.239837 0.239534 0.239237 0.238946 0.23866 0.238381 0.238107 0.237838 0.237575 0.237317 0.237064 0.236817 0.236574 0.236337 0.236104 0.235876 0.235653 0.235434 0.235219 0.235009 0.234804 0.234602 0.234405 0.234212 0.234023 0.233838 0.233657 0.23348 0.233307 0.233137 0.232971 0.232809 0.23265 0.232494 0.232342 0.232193 0.232048 0.231905 0.231766 0.231629 0.231495 0.231363 0.231234 0.231108 0.230983 0.230861 0.23074 0.230621 0.230504 0.230388 0.230273 0.230159 0.230046 0.229933 0.229821 0.229709 0.229598 0.229486 0.229375 0.229264 0.229155 0.229048 0.22888 
