0.0713529,0.0701431,0.0671592,0.0635711,0.0602433,0.0572179,0.0543885,0.0516957,0.0490906,0.046516,0.0439204,0.0412788,0.0386037,0.0359326,0.0333064,0.0307594,0.0283199,0.0260111,0.0238507,0.0218509,0.0200188,0.0183569,0.0168635,0.0155338,0.0143602,0.0133328,0.0124405,0.0116715,0.0110135,0.0104546,0.00998345,0.0095893,0.00926248,0.00899423,0.00877675,0.00860314,0.00846733,0.00836402,0.00828859,0.00823706,0.00820601,0.00819238,0.00819493,0.00821025,0.00823509,0.00826722,0.00830466,0.00834574,0.00838918,0.00843414,0.00848,0.00852622,0.00857214,0.00861711,0.00866062,0.00870234,0.00874207,0.00877967,0.00881505,0.00884815,0.00887896,0.0089075,0.00893382,0.00895798,0.00898007,0.00900017,0.00901838,0.00903481,0.00904958,0.00906279,0.00907456,0.009085,0.00909422,0.00910233,0.00910942,0.0091156,0.00912095,0.00912557,0.00912952,0.00913289,0.00913575,0.00913814,0.00914014,0.00914179,0.00914314,0.00914423,0.0091451,0.00914578,0.00914629,0.00914668,0.00914695,0.00914713,0.00914723,0.00914728,0.00914728,0.00914725,0.00914719,0.00914712,0.00914703,0.00914694,0.00914685,0.00914678,0.00914672,0.00914668,0.00914682,0.00914808,0.00914762,0.0091279,0.00915103
0.0758655,0.0779261,0.0798523,0.0813683,0.0825635,0.0834513,0.0839911,0.0841497,0.0838991,0.0832052,0.0820344,0.080392,0.0783463,0.0759891,0.073396,0.0706257,0.0677307,0.0647593,0.0617548,0.0587555,0.0557953,0.0529041,0.0501081,0.0474293,0.0448857,0.0424915,0.0402571,0.0381887,0.0362895,0.034559,0.0329944,0.03159,0.0303386,0.0292314,0.0282585,0.0274098,0.0266745,0.0260421,0.0255024,0.0250454,0.0246617,0.0243426,0.0240787,0.0238634,0.0236912,0.0235568,0.0234553,0.0233824,0.023335,0.0233101,0.0233024,0.0233085,0.0233253,0.0233503,0.0233816,0.0234173,0.0234563,0.0234973,0.0235392,0.0235813,0.0236228,0.0236633,0.0237024,0.0237399,0.0237754,0.0238088,0.0238401,0.0238693,0.0238962,0.023921,0.0239438,0.0239644,0.0239832,0.0240001,0.0240153,0.0240289,0.024041,0.0240517,0.0240612,0.0240695,0.0240768,0.0240831,0.0240885,0.0240932,0.0240972,0.0241006,0.0241035,0.0241059,0.0241079,0.0241096,0.0241109,0.024112,0.0241128,0.0241135,0.0241139,0.0241143,0.0241145,0.0241147,0.0241148,0.0241148,0.0241148,0.0241148,0.0241148,0.0241147,0.0241146,0.0241153,0.0241149,0.0240965,0.0241143
0.0756679,0.0776905,0.0805502,0.0835186,0.0863049,0.0888246,0.0910056,0.0927858,0.0941037,0.0948659,0.0949403,0.0942961,0.0930937,0.0915156,0.0896539,0.0875571,0.0852696,0.0828335,0.0802862,0.0776613,0.0749904,0.0723031,0.069627,0.0669873,0.0644069,0.0619059,0.0595014,0.0572076,0.0550357,0.052994,0.0510878,0.04932,0.047691,0.0461992,0.0448412,0.0436122,0.0425062,0.0415164,0.0406354,0.0398554,0.0391684,0.0385666,0.0380422,0.0375878,0.0371963,0.0368609,0.0365754,0.0363338,0.03613,0.0359583,0.0358159,0.0356997,0.0356067,0.0355348,0.0354819,0.0354443,0.0354196,0.0354054,0.0353997,0.0354009,0.0354075,0.0354183,0.0354323,0.0354486,0.0354665,0.0354853,0.0355046,0.0355239,0.035543,0.0355615,0.0355793,0.0355963,0.0356123,0.0356273,0.0356412,0.0356541,0.0356659,0.0356767,0.0356866,0.0356955,0.0357034,0.0357106,0.0357169,0.0357226,0.0357276,0.0357319,0.0357357,0.035739,0.0357419,0.0357443,0.0357464,0.0357482,0.0357496,0.0357509,0.0357519,0.0357527,0.0357534,0.0357539,0.0357543,0.0357546,0.0357548,0.035755,0.0357551,0.0357551,0.0357551,0.0357555,0.0357554,0.03574,0.035754
0.0759038,0.0780988,0.0802869,0.0822148,0.0840074,0.0857242,0.0873744,0.088968,0.0903577,0.0913216,0.0915153,0.0908111,0.0897265,0.0885661,0.0873383,0.0860204,0.0846113,0.0831106,0.0815182,0.079839,0.0780841,0.0762685,0.0744099,0.0725273,0.0706397,0.0687654,0.0669215,0.0651229,0.0633829,0.0617122,0.0601196,0.0586117,0.0571929,0.0558659,0.0546319,0.0534904,0.0524399,0.0514779,0.0506011,0.0498054,0.0490865,0.0484398,0.0478604,0.0473435,0.0468841,0.0464775,0.0461189,0.0458038,0.0455281,0.0452875,0.0450783,0.0448969,0.04474,0.0446041,0.0444865,0.0443858,0.0443003,0.0442286,0.0441698,0.0441219,0.0440835,0.0440532,0.0440298,0.0440122,0.0439996,0.0439909,0.0439856,0.043983,0.0439825,0.0439837,0.0439862,0.0439896,0.0439938,0.0439984,0.0440033,0.0440083,0.0440134,0.0440184,0.0440232,0.0440278,0.0440322,0.0440363,0.0440401,0.0440437,0.0440469,0.0440499,0.0440525,0.0440549,0.0440571,0.044059,0.0440607,0.0440622,0.0440634,0.0440646,0.0440655,0.0440663,0.044067,0.0440676,0.0440681,0.0440684,0.0440687,0.0440689,0.0440691,0.0440692,0.0440692,0.0440696,0.0440696,0.044056,0.0440683
0.0713919,0.0703274,0.0676327,0.0644987,0.0618283,0.0597354,0.0582261,0.0573954,0.0575859,0.0587055,0.0612624,0.0614086,0.0622865,0.0637202,0.0650726,0.0661754,0.0670148,0.0675887,0.0679026,0.0679741,0.0678286,0.0674945,0.0670013,0.0663782,0.0656525,0.0648496,0.0639921,0.0631002,0.0621913,0.0612802,0.0603794,0.059499,0.0586472,0.0578302,0.0570527,0.0563179,0.055628,0.0549839,0.054386,0.0538335,0.0533256,0.0528606,0.0524367,0.0520519,0.0517039,0.0513903,0.0511087,0.0508566,0.0506318,0.0504318,0.0502545,0.0500978,0.0499595,0.0498378,0.0497309,0.049637,0.0495546,0.0494823,0.0494183,0.0493623,0.0493134,0.0492712,0.0492348,0.0492037,0.0491771,0.0491545,0.0491355,0.0491194,0.0491061,0.049095,0.0490858,0.0490783,0.0490723,0.0490674,0.0490636,0.0490606,0.0490583,0.0490566,0.0490554,0.0490546,0.0490541,0.0490538,0.0490538,0.0490539,0.049054,0.0490543,0.0490546,0.049055,0.0490553,0.0490557,0.049056,0.0490564,0.0490567,0.049057,0.0490572,0.0490574,0.0490576,0.0490578,0.0490579,0.049058,0.0490581,0.0490581,0.0490581,0.0490581,0.049058,0.0490582,0.0490583,0.0490456,0.0490571
0,0,0,0,0,0,0,0,0,0,0.00880921,0.0134965,0.0210354,0.0280926,0.0336556,0.0381253,0.0417463,0.0446766,0.047034,0.0489161,0.0504035,0.0515626,0.0524496,0.0531118,0.0535893,0.0539153,0.0541179,0.054221,0.0542449,0.0542064,0.0541197,0.0539968,0.0538473,0.0536796,0.0535004,0.053315,0.053128,0.0529429,0.0527624,0.0525887,0.0524234,0.0522675,0.0521217,0.0519864,0.0518617,0.0517475,0.0516434,0.051549,0.0514639,0.0513874,0.0513189,0.0512578,0.0512033,0.051155,0.0511121,0.0510741,0.0510403,0.0510104,0.0509837,0.0509598,0.0509382,0.0509185,0.0509003,0.0508836,0.0508681,0.0508539,0.0508407,0.0508287,0.0508176,0.0508075,0.0507983,0.05079,0.0507824,0.0507755,0.0507694,0.0507638,0.0507588,0.0507544,0.0507504,0.0507469,0.0507437,0.0507409,0.0507385,0.0507363,0.0507343,0.0507327,0.0507312,0.0507299,0.0507287,0.0507277,0.0507268,0.0507261,0.0507254,0.0507248,0.0507243,0.0507238,0.0507234,0.0507231,0.0507228,0.0507225,0.0507222,0.050722,0.0507217,0.0507215,0.0507212,0.0507213,0.0507212,0.0507087,0.0507198
0,0,0,0,0,0,0,0,0,0,-0.000229721,1.95E-05,0.00289507,0.00683242,0.0113009,0.0157405,0.0197172,0.0232379,0.0263321,0.0290393,0.0314014,0.0334626,0.0352663,0.0368511,0.0382475,0.0394803,0.0405708,0.0415373,0.0423955,0.0431586,0.0438376,0.044442,0.0449801,0.0454593,0.0458858,0.0462655,0.0466034,0.0469042,0.0471718,0.0474101,0.0476222,0.0478111,0.0479794,0.0481292,0.0482627,0.0483815,0.0484872,0.0485811,0.0486643,0.0487381,0.0488032,0.0488605,0.0489106,0.0489544,0.0489923,0.0490249,0.0490528,0.0490763,0.0490958,0.0491118,0.0491245,0.049134,0.0491406,0.0491448,0.0491469,0.0491474,0.0491464,0.0491443,0.0491414,0.0491378,0.0491337,0.0491293,0.0491247,0.0491201,0.0491154,0.0491108,0.0491064,0.0491021,0.049098,0.0490942,0.0490906,0.0490872,0.049084,0.0490812,0.0490785,0.0490761,0.0490739,0.0490719,0.0490701,0.0490685,0.049067,0.0490657,0.0490646,0.0490636,0.0490627,0.0490619,0.0490612,0.0490605,0.04906,0.0490595,0.0490591,0.0490586,0.0490583,0.0490579,0.0490576,0.0490576,0.0490575,0.0490446,0.049056
0,0,0,0,0,0,0,0,0,0,-0.000595082,-0.00164194,-0.00208717,-0.001761,-0.000745479,0.000900441,0.00328489,0.00601046,0.00867124,0.0112751,0.0137627,0.01611,0.0183184,0.020401,0.02236,0.0241975,0.025918,0.0275277,0.0290318,0.030434,0.031738,0.0329476,0.0340665,0.0350986,0.0360478,0.0369185,0.0377148,0.0384411,0.0391017,0.039701,0.0402431,0.0407322,0.041172,0.0415664,0.041919,0.0422331,0.0425118,0.0427584,0.0429754,0.0431658,0.0433318,0.043476,0.0436004,0.0437071,0.0437979,0.0438746,0.0439388,0.0439918,0.044035,0.0440692,0.0440956,0.0441158,0.0441309,0.0441417,0.044149,0.0441534,0.0441554,0.0441555,0.0441541,0.0441515,0.044148,0.0441439,0.0441393,0.0441345,0.0441295,0.0441245,0.0441196,0.0441148,0.0441102,0.0441059,0.0441018,0.0440979,0.0440944,0.0440911,0.0440881,0.0440854,0.044083,0.0440808,0.0440788,0.044077,0.0440755,0.0440741,0.044073,0.0440719,0.044071,0.0440703,0.0440696,0.044069,0.0440685,0.0440681,0.0440678,0.0440675,0.0440672,0.044067,0.0440668,0.044067,0.0440669,0.0440533,0.0440656
0,0,0,0,0,0,0,0,0,0,-0.000531936,-0.00198746,-0.00373491,-0.0051585,-0.00610147,-0.00652907,-0.00639431,-0.00567285,-0.00428318,-0.00255981,-0.00058723,0.00156264,0.00373358,0.00592355,0.00809299,0.0102147,0.0122738,0.0142593,0.016163,0.0179751,0.019689,0.0213012,0.0228091,0.0242117,0.0255095,0.0267043,0.027799,0.028797,0.0297027,0.0305205,0.0312556,0.031913,0.0324981,0.033016,0.0334721,0.0338714,0.034219,0.0345197,0.034778,0.0349983,0.0351847,0.035341,0.0354707,0.0355771,0.0356631,0.0357315,0.0357845,0.035824,0.0358527,0.035873,0.0358867,0.0358949,0.0358986,0.0358987,0.0358962,0.0358915,0.0358852,0.0358778,0.0358697,0.0358612,0.0358524,0.0358437,0.0358351,0.0358268,0.0358189,0.0358114,0.0358044,0.0357979,0.0357919,0.0357864,0.0357815,0.035777,0.035773,0.0357694,0.0357663,0.0357635,0.0357611,0.035759,0.0357573,0.0357557,0.0357544,0.0357534,0.0357525,0.0357518,0.0357512,0.0357507,0.0357503,0.0357501,0.03575,0.0357499,0.0357499,0.0357499,0.03575,0.03575,0.0357501,0.0357507,0.0357507,0.0357355,0.0357497
0,0,0,0,0,0,0,0,0,0,-0.000431823,-0.00182592,-0.00382696,-0.00581152,-0.00753646,-0.00891428,-0.00988207,-0.0103943,-0.0104125,-0.00989933,-0.00893246,-0.00759795,-0.00599053,-0.00419033,-0.00226952,-0.00026805,0.00176297,0.00373874,0.00566292,0.00751195,0.00926953,0.0109263,0.0124741,0.013908,0.0152263,0.0164292,0.0175191,0.0184998,0.0193761,0.0201536,0.0208387,0.0214379,0.0219582,0.0224064,0.0227894,0.0231137,0.0233858,0.0236116,0.0237967,0.0239465,0.0240657,0.0241585,0.024229,0.0242803,0.0243158,0.0243388,0.0243519,0.024358,0.0243581,0.0243534,0.024345,0.024334,0.0243211,0.0243069,0.0242921,0.024277,0.0242619,0.0242472,0.0242331,0.0242196,0.024207,0.0241952,0.0241843,0.0241743,0.0241652,0.024157,0.0241497,0.0241431,0.0241373,0.0241322,0.0241277,0.0241239,0.0241205,0.0241177,0.0241153,0.0241133,0.0241116,0.0241103,0.0241092,0.0241084,0.0241077,0.0241072,0.0241069,0.0241067,0.0241067,0.0241067,0.0241068,0.024107,0.0241072,0.0241075,0.0241078,0.0241081,0.0241084,0.0241087,0.024109,0.0241101,0.02411,0.0240921,0.0241103
